breed1	score1	breed2	score2	breed3	score3	timestamp	filename	path
"boxer, american bulldog"	0.484	French bulldog	0.282	"Boston bull, Boston terrier"	0.143	498.0259068	american_bulldog_47.jpg	images/american_bulldog_47.jpg
"boxer, american bulldog"	0.759	French bulldog	0.204	"Boston bull, Boston terrier"	0.031	501.334523	american_bulldog_48.jpg	images/american_bulldog_48.jpg
French bulldog	0.211	space heater	0.106	"boxer, american bulldog"	0.09	504.6483929	american_bulldog_49.jpg	images/american_bulldog_49.jpg
"dalmatian, coach dog, carriage dog"	0.378	Great Dane	0.186	"boxer, american bulldog"	0.117	507.957016	american_bulldog_5.jpg	images/american_bulldog_5.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.595	"hog, pig, grunter, squealer, Sus scrofa"	0.072	"boxer, american bulldog"	0.063	511.2723949	american_bulldog_50.jpg	images/american_bulldog_50.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.989	"Staffordshire bullterrier, Staffordshire bull terrier"	0.007	"boxer, american bulldog"	0.002	514.614713	american_bulldog_51.jpg	images/american_bulldog_51.jpg
Labrador retriever	0.724	Greater Swiss Mountain dog	0.05	beagle	0.028	517.9170709	american_bulldog_52.jpg	images/american_bulldog_52.jpg
"boxer, american bulldog"	0.456	French bulldog	0.211	bull mastiff	0.094	521.251241	american_bulldog_53.jpg	images/american_bulldog_53.jpg
"boxer, american bulldog"	0.468	bull mastiff	0.413	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.059	524.625953	american_bulldog_54.jpg	images/american_bulldog_54.jpg
Great Dane	0.273	English foxhound	0.138	"Walker hound, Walker foxhound"	0.135	527.949297	american_bulldog_55.jpg	images/american_bulldog_55.jpg
"boxer, american bulldog"	0.373	French bulldog	0.165	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.133	531.263068	american_bulldog_56.jpg	images/american_bulldog_56.jpg
"boxer, american bulldog"	0.96	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.015	"Staffordshire bullterrier, Staffordshire bull terrier"	0.009	534.606554	american_bulldog_57.jpg	images/american_bulldog_57.jpg
"boxer, american bulldog"	0.431	"Saint Bernard, St Bernard"	0.239	bull mastiff	0.108	537.928324	american_bulldog_58.jpg	images/american_bulldog_58.jpg
French bulldog	0.64	"boxer, american bulldog"	0.173	"Boston bull, Boston terrier"	0.171	541.2114899	american_bulldog_59.jpg	images/american_bulldog_59.jpg
"boxer, american bulldog"	0.702	Blenheim spaniel	0.122	"cocker spaniel, English cocker spaniel, cocker"	0.024	544.522629	american_bulldog_6.jpg	images/american_bulldog_6.jpg
"boxer, american bulldog"	0.708	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.116	bull mastiff	0.085	547.8400009	american_bulldog_60.jpg	images/american_bulldog_60.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.709	"Staffordshire bullterrier, Staffordshire bull terrier"	0.179	"boxer, american bulldog"	0.078	551.1247749	american_bulldog_61.jpg	images/american_bulldog_61.jpg
"boxer, american bulldog"	0.639	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.101	"Boston bull, Boston terrier"	0.041	554.483778	american_bulldog_62.jpg	images/american_bulldog_62.jpg
French bulldog	0.529	"boxer, american bulldog"	0.346	"Boston bull, Boston terrier"	0.108	557.9659729	american_bulldog_63.jpg	images/american_bulldog_63.jpg
whippet	0.28	"boxer, american bulldog"	0.189	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.151	561.2672648	american_bulldog_64.jpg	images/american_bulldog_64.jpg
"boxer, american bulldog"	0.414	"Saint Bernard, St Bernard"	0.165	"Staffordshire bullterrier, Staffordshire bull terrier"	0.116	564.578547	american_bulldog_65.jpg	images/american_bulldog_65.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.467	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.415	"boxer, american bulldog"	0.062	567.894876	american_bulldog_66.jpg	images/american_bulldog_66.jpg
Weimaraner	0.399	Rhodesian ridgeback	0.344	Great Dane	0.073	571.2191689	american_bulldog_67.jpg	images/american_bulldog_67.jpg
"boxer, american bulldog"	0.581	"Saint Bernard, St Bernard"	0.083	beagle	0.081	574.538311	american_bulldog_68.jpg	images/american_bulldog_68.jpg
"Cardigan, Cardigan Welsh corgi"	0.461	"Saint Bernard, St Bernard"	0.369	soccer ball	0.041	577.8562078	american_bulldog_69.jpg	images/american_bulldog_69.jpg
"boxer, american bulldog"	0.374	"Maltese dog, Maltese terrier, Maltese"	0.087	"dalmatian, coach dog, carriage dog"	0.086	581.1547239	american_bulldog_7.jpg	images/american_bulldog_7.jpg
"boxer, american bulldog"	0.963	French bulldog	0.026	"Boston bull, Boston terrier"	0.009	584.4800918	american_bulldog_70.jpg	images/american_bulldog_70.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.332	Great Dane	0.188	"boxer, american bulldog"	0.163	587.7623749	american_bulldog_71.jpg	images/american_bulldog_71.jpg
"boxer, american bulldog"	0.79	bull mastiff	0.102	French bulldog	0.049	591.0674679	american_bulldog_72.jpg	images/american_bulldog_72.jpg
"boxer, american bulldog"	0.456	French bulldog	0.315	"Boston bull, Boston terrier"	0.068	594.4079559	american_bulldog_73.jpg	images/american_bulldog_73.jpg
"boxer, american bulldog"	0.92	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.02	"Staffordshire bullterrier, Staffordshire bull terrier"	0.02	597.71455	american_bulldog_74.jpg	images/american_bulldog_74.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.469	"boxer, american bulldog"	0.191	Weimaraner	0.083	601.0223899	american_bulldog_75.jpg	images/american_bulldog_75.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.465	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.439	"boxer, american bulldog"	0.035	604.3279309	american_bulldog_76.jpg	images/american_bulldog_76.jpg
"boxer, american bulldog"	0.58	"Saint Bernard, St Bernard"	0.304	bull mastiff	0.048	607.6198499	american_bulldog_77.jpg	images/american_bulldog_77.jpg
"Saint Bernard, St Bernard"	0.276	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.236	Greater Swiss Mountain dog	0.161	610.9396498	american_bulldog_78.jpg	images/american_bulldog_78.jpg
"boxer, american bulldog"	0.49	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.228	"Staffordshire bullterrier, Staffordshire bull terrier"	0.101	614.277266	american_bulldog_79.jpg	images/american_bulldog_79.jpg
German short-haired pointer	0.301	Great Dane	0.293	"Walker hound, Walker foxhound"	0.142	617.7409759	american_bulldog_8.jpg	images/american_bulldog_8.jpg
"boxer, american bulldog"	0.415	"Staffordshire bullterrier, Staffordshire bull terrier"	0.239	Labrador retriever	0.164	621.0662868	american_bulldog_80.jpg	images/american_bulldog_80.jpg
"boxer, american bulldog"	0.973	"Boston bull, Boston terrier"	0.006	"Walker hound, Walker foxhound"	0.005	624.370477	american_bulldog_81.jpg	images/american_bulldog_81.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.565	"Staffordshire bullterrier, Staffordshire bull terrier"	0.179	Labrador retriever	0.098	627.7127988	american_bulldog_82.jpg	images/american_bulldog_82.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.646	"Staffordshire bullterrier, Staffordshire bull terrier"	0.177	"boxer, american bulldog"	0.16	630.990556	american_bulldog_83.jpg	images/american_bulldog_83.jpg
French bulldog	0.562	"boxer, american bulldog"	0.322	"Boston bull, Boston terrier"	0.109	634.2867	american_bulldog_84.jpg	images/american_bulldog_84.jpg
"boxer, american bulldog"	0.745	"Boston bull, Boston terrier"	0.084	French bulldog	0.083	637.590276	american_bulldog_85.jpg	images/american_bulldog_85.jpg
"boxer, american bulldog"	0.855	bull mastiff	0.062	French bulldog	0.032	640.8916609	american_bulldog_86.jpg	images/american_bulldog_86.jpg
"boxer, american bulldog"	0.72	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.171	"Staffordshire bullterrier, Staffordshire bull terrier"	0.06	644.238019	american_bulldog_87.jpg	images/american_bulldog_87.jpg
"boxer, american bulldog"	0.453	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.2	"Staffordshire bullterrier, Staffordshire bull terrier"	0.172	647.703759	american_bulldog_89.jpg	images/american_bulldog_89.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.612	"boxer, american bulldog"	0.199	bull mastiff	0.114	651.0359859	american_bulldog_9.jpg	images/american_bulldog_9.jpg
"boxer, american bulldog"	0.567	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.353	"Staffordshire bullterrier, Staffordshire bull terrier"	0.039	654.374234	american_bulldog_90.jpg	images/american_bulldog_90.jpg
basenji	0.708	"Walker hound, Walker foxhound"	0.075	beagle	0.063	657.6782279	american_bulldog_91.jpg	images/american_bulldog_91.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.45	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.311	"boxer, american bulldog"	0.184	660.9867849	american_bulldog_92.jpg	images/american_bulldog_92.jpg
"boxer, american bulldog"	0.29	"Staffordshire bullterrier, Staffordshire bull terrier"	0.259	Labrador retriever	0.206	664.3219419	american_bulldog_93.jpg	images/american_bulldog_93.jpg
French bulldog	0.296	"boxer, american bulldog"	0.233	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.136	667.6233339	american_bulldog_94.jpg	images/american_bulldog_94.jpg
"boxer, american bulldog"	0.56	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.226	bull mastiff	0.17	670.91063	american_bulldog_95.jpg	images/american_bulldog_95.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.582	"Staffordshire bullterrier, Staffordshire bull terrier"	0.388	"boxer, american bulldog"	0.017	674.229147	american_bulldog_96.jpg	images/american_bulldog_96.jpg
"Saint Bernard, St Bernard"	0.268	beagle	0.143	"boxer, american bulldog"	0.116	677.757901	american_bulldog_97.jpg	images/american_bulldog_97.jpg
Chihuahua	0.149	Labrador retriever	0.126	"dalmatian, coach dog, carriage dog"	0.121	681.0865879	american_bulldog_98.jpg	images/american_bulldog_98.jpg
"boxer, american bulldog"	0.754	bull mastiff	0.227	Great Dane	0.008	684.3907609	american_bulldog_99.jpg	images/american_bulldog_99.jpg
Italian greyhound	0.848	whippet	0.075	Great Dane	0.03	687.7204709	american_pit_bull_terrier_1.jpg	images/american_pit_bull_terrier_1.jpg
Rhodesian ridgeback	0.327	Chesapeake Bay retriever	0.232	malinois	0.087	691.0303938	american_pit_bull_terrier_10.jpg	images/american_pit_bull_terrier_10.jpg
Weimaraner	0.53	Labrador retriever	0.141	Rhodesian ridgeback	0.043	694.363487	american_pit_bull_terrier_100.jpg	images/american_pit_bull_terrier_100.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.562	"boxer, american bulldog"	0.25	Rhodesian ridgeback	0.045	697.673836	american_pit_bull_terrier_101.jpg	images/american_pit_bull_terrier_101.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.762	Italian greyhound	0.107	"Staffordshire bullterrier, Staffordshire bull terrier"	0.074	700.995065	american_pit_bull_terrier_102.jpg	images/american_pit_bull_terrier_102.jpg
Chesapeake Bay retriever	0.331	"Doberman, Doberman pinscher"	0.28	kelpie	0.073	704.3062189	american_pit_bull_terrier_103.jpg	images/american_pit_bull_terrier_103.jpg
Chesapeake Bay retriever	0.377	kelpie	0.234	"Doberman, Doberman pinscher"	0.051	707.6497929	american_pit_bull_terrier_104.jpg	images/american_pit_bull_terrier_104.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.631	"boxer, american bulldog"	0.329	bull mastiff	0.017	711.0039039	american_pit_bull_terrier_105.jpg	images/american_pit_bull_terrier_105.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.185	Great Dane	0.156	bull mastiff	0.083	714.3245418	american_pit_bull_terrier_106.jpg	images/american_pit_bull_terrier_106.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.69	"Staffordshire bullterrier, Staffordshire bull terrier"	0.222	Great Dane	0.033	717.6348	american_pit_bull_terrier_107.jpg	images/american_pit_bull_terrier_107.jpg
"boxer, american bulldog"	0.687	"Saint Bernard, St Bernard"	0.107	bull mastiff	0.07	720.9291508	american_pit_bull_terrier_108.jpg	images/american_pit_bull_terrier_108.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.785	"Staffordshire bullterrier, Staffordshire bull terrier"	0.189	"boxer, american bulldog"	0.012	724.2773869	american_pit_bull_terrier_109.jpg	images/american_pit_bull_terrier_109.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.476	"Staffordshire bullterrier, Staffordshire bull terrier"	0.208	"Cardigan, Cardigan Welsh corgi"	0.055	727.581883	american_pit_bull_terrier_11.jpg	images/american_pit_bull_terrier_11.jpg
kelpie	0.366	Australian terrier	0.123	basenji	0.105	730.8682239	american_pit_bull_terrier_110.jpg	images/american_pit_bull_terrier_110.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.979	"Staffordshire bullterrier, Staffordshire bull terrier"	0.02	"Ibizan hound, Ibizan Podenco"	0.001	734.3506479	american_pit_bull_terrier_111.jpg	images/american_pit_bull_terrier_111.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.753	"Staffordshire bullterrier, Staffordshire bull terrier"	0.118	Great Dane	0.029	737.668092	american_pit_bull_terrier_112.jpg	images/american_pit_bull_terrier_112.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.312	muzzle	0.118	"boxer, american bulldog"	0.105	740.9487128	american_pit_bull_terrier_113.jpg	images/american_pit_bull_terrier_113.jpg
kelpie	0.825	"Ibizan hound, Ibizan Podenco"	0.11	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.046	744.236367	american_pit_bull_terrier_114.jpg	images/american_pit_bull_terrier_114.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.56	"Staffordshire bullterrier, Staffordshire bull terrier"	0.39	"Boston bull, Boston terrier"	0.019	747.563463	american_pit_bull_terrier_115.jpg	images/american_pit_bull_terrier_115.jpg
"dhole, Cuon alpinus"	0.172	"Arabian camel, dromedary, Camelus dromedarius"	0.079	"hyena, hyaena"	0.073	750.9038939	american_pit_bull_terrier_116.jpg	images/american_pit_bull_terrier_116.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.655	"Staffordshire bullterrier, Staffordshire bull terrier"	0.333	"Boston bull, Boston terrier"	0.008	754.2171409	american_pit_bull_terrier_117.jpg	images/american_pit_bull_terrier_117.jpg
